Student ID,Date Completed,Total Number of Questions,Question #1,Response,Question #2,Response,Question #3,Response,Question #4,Response,Question #5,Response,Question #6,Response,Question #7,Response,Question #8,Response,Question #9,Response
NH0000076,"June 22, 2020 8:39",9,How old are you?,33 years,What is your gender?,Female,What organization are you from?,"Deepalaya, Deepalaya","If you answered the previous question with ""Other"", please write the name of your organization below:",Deepalaya,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Hypertension,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000077,"June 24, 2020 3:31",9,How old are you?,36,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Praava Health,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,"Hypertension, Lung diseases",Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000078,"June 27, 2020 10:00",9,How old are you?,29,What is your gender?,Female,What organization are you from?,Save the Children,"If you answered the previous question with ""Other"", please write the name of your organization below:",Save the children india,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000079,"June 25, 2020 18:59",9,How old are you?,30,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Namaste,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,"Diabetes, Hypertension",Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000080,"June 27, 2020 11:49",9,How old are you?,34,What is your gender?,Female,What organization are you from?,Save the Children,"If you answered the previous question with ""Other"", please write the name of your organization below:",Save the children,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,Yes,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000081,"July 08, 2020 1:57",9,How old are you?,Aage ka krna h,What is your gender?,Female,What organization are you from?,Save the Children,"If you answered the previous question with ""Other"", please write the name of your organization below:",Savethechildrenindia,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,"Diabetes, Kidney illness",Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,Yes,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000082,"June 30, 2020 7:45",9,How old are you?,41,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Cardiovascular disease,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000083,"July 01, 2020 10:00",9,How old are you?,51 year,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,"Diabetes, Hypertension, Cardiovascular disease",Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000084,"July 02, 2020 8:43",9,How old are you?,09/07/2002,What is your gender?,Female,What organization are you from?,Deepalaya,"If you answered the previous question with ""Other"", please write the name of your organization below:",Deepalaya,What is the highest level of education?,secondary (10th grade),Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000085,"June 30, 2020 11:15",9,How old are you?,27,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,"Diabetes, Cardiovascular disease",Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000086,"June 30, 2020 11:24",9,How old are you?,28 years old,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000087,"July 01, 2020 8:13",9,How old are you?,31 Year Old,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000088,"June 30, 2020 12:07",9,How old are you?,29 Years,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000089,"June 30, 2020 13:20",9,How old are you?,28,What is your gender?,Female,What organization are you from?,Noora Health,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000090,"June 30, 2020 12:09",9,How old are you?,40 years,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Diabetes,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000091,"June 30, 2020 12:45",9,How old are you?,I am 34 year old,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000092,"June 30, 2020 13:28",9,How old are you?,27,What is your gender?,Male ,What organization are you from?,"Other, Other","If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000093,"June 30, 2020 15:35",9,How old are you?,35,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha foundation,What is the highest level of education?,PUC/12th grade completed,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000094,"July 06, 2020 4:06",9,How old are you?,30,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha foundation,What is the highest level of education?,Graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000095,"June 30, 2020 18:07",9,How old are you?,37,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",Akanksha,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Diabetes,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000096,"July 01, 2020 4:14",9,How old are you?,23,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,Yes,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000097,"July 01, 2020 7:39",9,How old are you?,25,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:","The Akanksha Foundation, Pune.",What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Diabetes,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000098,"July 01, 2020 5:35",9,How old are you?,40 Year,What is your gender?,Male ,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:",The Akanksha Foundation,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,Diabetes,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
NH0000099,"July 03, 2020 4:47",9,How old are you?,22/05/2003,What is your gender?,Female,What organization are you from?,Deepalaya,"If you answered the previous question with ""Other"", please write the name of your organization below:",Deepalaya,What is the highest level of education?,PUC/12th grade completed,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000100,"July 07, 2020 8:56",9,How old are you?,I am 51 years.,What is your gender?,Female,What organization are you from?,Other,"If you answered the previous question with ""Other"", please write the name of your organization below:","Presently I am not working. I have been working till 31 March 2020, with NGO. Have experience of 19+ years in development sector.",What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,No,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,No
NH0000101,"July 07, 2020 12:44",9,How old are you?,25,What is your gender?,Male ,What organization are you from?,Noora Health,"If you answered the previous question with ""Other"", please write the name of your organization below:",no,What is the highest level of education?,Post-graduation,Does anyone in your household have any of the following illnesses?,None,Do you live with anyone 60 or older?,Yes,Do you have a BPL card?,No,Have community members asked you questions about COVID-19 you have been unable to answer?,Yes
